country,city,name,img,building_page-href,date_start,date_end,floors,tags,description
Thailand,Bangkok,Sinn Sathorn Tower,http://skyscraperpage.com/diagrams/images/3313.gif,http://skyscraperpage.com/cities/?buildingID=3315,null,1993,43,Building Uses - office; Structural Types - highrise; Architectural Style - postmodern; Materials - glass - steel - concrete,"Description
- Architect: Plan Architects

"
Thailand,Bangkok,Italthai Tower,http://skyscraperpage.com/diagrams/images/4061.gif,http://skyscraperpage.com/cities/?buildingID=4063,1994,1997,43,Building Uses - office; Structural Types - highrise; Architectural Style - modern,
Thailand,Bangkok,Hyde Condos,http://skyscraperpage.com/diagrams/images/40385.gif,http://skyscraperpage.com/cities/?buildingID=37642,2004,2014,43,Building Uses - mixed use - hotel - parking garage - residential - restaurant - retail; Structural Types - highrise; Architectural Style - postmodern,
Thailand,Bangkok,Maleenont Tower 2,http://skyscraperpage.com/diagrams/images/58938.gif,http://skyscraperpage.com/cities/?buildingID=36914,null,null,43,Building Uses - office; Structural Types - highrise,null
Thailand,Bangkok,Emporium Suites Tower,http://skyscraperpage.com/diagrams/images/5169.gif,http://skyscraperpage.com/cities/?buildingID=5171,1994,1998,43,Building Uses - residential - hotel - office - parking garage - restaurant - retail; Structural Types - highrise; Architectural Style - postmodern,
Thailand,Bangkok,GMM Grammy Place,http://skyscraperpage.com/diagrams/images/49651.gif,http://skyscraperpage.com/cities/?buildingID=36912,null,1999,43,"Building Uses - office - parking garage; Structural Types - highrise; Architectural Style - postmodern; Materials - glass - aluminium - concrete, reinforced",null
Thailand,Bangkok,Noble Ploenchit Tower B,http://skyscraperpage.com/diagrams/images/87811.gif,http://skyscraperpage.com/cities/?buildingID=98571,2012,2016,44,Building Uses - residential - parking garage - retail; Structural Types - highrise; Architectural Style - modern,
Thailand,Bangkok,Empire Place,http://skyscraperpage.com/diagrams/images/45362.gif,http://skyscraperpage.com/cities/?buildingID=43084,2005,2008,45,Building Uses - residential - parking garage; Structural Types - highrise; Architectural Style - postmodern,
Thailand,Bangkok,Las Colinas,http://skyscraperpage.com/diagrams/images/60045.gif,http://skyscraperpage.com/cities/?buildingID=3967,null,1997,45,Building Uses - residential; Structural Types - highrise; Architectural Style - postmodern,null
Thailand,Bangkok,Bhiraj Tower,http://skyscraperpage.com/diagrams/images/79323.gif,http://skyscraperpage.com/cities/?buildingID=14,2012,2015,45,Building Uses - office - garden - parking garage - restaurant - retail - cinema - fitness center; Structural Types - highrise - mall; Architectural Style - modern,null
Thailand,Bangkok,The Hansar,http://skyscraperpage.com/diagrams/images/88288.gif,http://skyscraperpage.com/cities/?buildingID=49124,2006,2010,45,Building Uses - residential - garden - parking garage - fitness center; Structural Types - highrise; Architectural Style - postmodern,"Description
Architects : WOHA Designs+Tandem Architects

"
Thailand,Bangkok,Villa Rachatewee,http://skyscraperpage.com/diagrams/images/45371.gif,http://skyscraperpage.com/cities/?buildingID=55945,2006,2009,46,Building Uses - residential - parking garage; Structural Types - highrise; Architectural Style - postmodern,null
