county,city,name,img,building_site,date_start,date_end,floors,tags,owner_developer,trump_status
Canada,Toronto,Peter Street Condominiums,../skyscraperpage.com/diagrams/images/63381.gif,http://skyscraperpage.com/cities/?buildingID=91450,2012,2014,40,Building Usesξ-ξresidentialξ-ξofficeξ-ξretail; Structural Typesξ-ξhighrise; Architectural Styleξ-ξpostmodern; Materialsξ-ξglassξ-ξbrick,Centre Court Developments,
Canada,Toronto,Solaris East,../skyscraperpage.com/diagrams/images/55280.gif,http://skyscraperpage.com/cities/?buildingID=18574,null,2011,40,"Building Usesξ-ξresidentialξ-ξparking garage; Structural Typesξ-ξhighrise; Architectural Styleξ-ξpostmodern; Materialsξ-ξglassξ-ξsteelξ-ξaluminiumξ-ξconcrete, reinforced",Tridel Corporation,
Canada,Toronto,Solaris West,../skyscraperpage.com/diagrams/images/55277.gif,http://skyscraperpage.com/cities/?buildingID=18596,null,2011,40,"Building Usesξ-ξresidentialξ-ξparking garage; Structural Typesξ-ξhighrise; Architectural Styleξ-ξpostmodern; Materialsξ-ξglassξ-ξsteelξ-ξaluminiumξ-ξconcrete, reinforced",Tridel Corporation,
Canada,Toronto,N1/N2,../skyscraperpage.com/diagrams/images/68839.gif,http://skyscraperpage.com/cities/?buildingID=23244,2005,2007,41,"Building Usesξ-ξresidentialξ-ξretail; Structural Typesξ-ξhighrise; Architectural Styleξ-ξmodern; Materialsξ-ξglassξ-ξaluminiumξ-ξconcrete, reinforced",Concord Adex Developments,
Canada,Toronto,Quartz,../skyscraperpage.com/diagrams/images/87729.gif,http://skyscraperpage.com/cities/?buildingID=51960,2011,2015,41,Building Usesξ-ξresidential; Structural Typesξ-ξhighrise,Concord Adex Developments,
Canada,Toronto,The Britt,../skyscraperpage.com/diagrams/images/70002.gif,http://skyscraperpage.com/cities/?buildingID=1392,2015,null,41,Building Usesξ-ξresidentialξ-ξretail; Structural Typesξ-ξhighrise,Lanterra Developments,
Canada,Toronto,Gibson Square North,../skyscraperpage.com/diagrams/images/55236.gif,http://skyscraperpage.com/cities/?buildingID=71594,2011,2015,42,"Building Usesξ-ξresidentialξ-ξretail; Structural Typesξ-ξhighrise; Architectural Styleξ-ξpostmodern; Materialsξ-ξglassξ-ξsteelξ-ξconcrete, reinforced",Menkes Developments,
Canada,Toronto,Gibson Square South,../skyscraperpage.com/diagrams/images/55237.gif,http://skyscraperpage.com/cities/?buildingID=71593,2011,2015,42,"Building Usesξ-ξresidentialξ-ξretail; Structural Typesξ-ξhighrise; Architectural Styleξ-ξpostmodern; Materialsξ-ξglassξ-ξsteelξ-ξconcrete, reinforced",Menkes Developments,
Canada,Toronto,Alto at Atria,../skyscraperpage.com/diagrams/images/66626.gif,http://skyscraperpage.com/cities/?buildingID=98504,2013,2016,43,Building Usesξ-ξresidential; Structural Typesξ-ξhighrise,Tridel Corporation,
Canada,Toronto,Monde Condominiums,../skyscraperpage.com/diagrams/images/80079.gif,http://skyscraperpage.com/cities/?buildingID=57936,2015,null,44,Building Usesξ-ξresidentialξ-ξretail; Structural Typesξ-ξhighrise; Architectural Styleξ-ξpostmodern,Great Gulf Homes,
Canada,Toronto,Parade,../skyscraperpage.com/diagrams/images/87728.gif,http://skyscraperpage.com/cities/?buildingID=46219,2007,2013,44,"Building Usesξ-ξresidential; Structural Typesξ-ξhighriseξ-ξbridgeξ-ξhole; Architectural Styleξ-ξpostmodern; Materialsξ-ξglassξ-ξsteelξ-ξconcrete, reinforced",Concord Adex Developments,
Canada,Toronto,Hullmark Centre I,../skyscraperpage.com/diagrams/images/87400.gif,http://skyscraperpage.com/cities/?buildingID=54402,2010,2015,45,"Building Usesξ-ξmixed useξ-ξofficeξ-ξresidentialξ-ξretail; Structural Typesξ-ξhighrise; Architectural Styleξ-ξpostmodern; Materialsξ-ξglassξ-ξsteelξ-ξconcrete, reinforced",Tridel Corporation,
Canada,Toronto,Islington Terrace 1,../skyscraperpage.com/diagrams/images/78242.gif,http://skyscraperpage.com/cities/?buildingID=39543,2016,null,45,Building Usesξ-ξresidentialξ-ξparking garage; Structural Typesξ-ξhighrise,Tridel Corporation,
Canada,Toronto,Lighthouse Tower,../skyscraperpage.com/diagrams/images/87355.gif,http://skyscraperpage.com/cities/?buildingID=106920,2016,null,45,Building Usesξ-ξresidentialξ-ξretail; Structural Typesξ-ξhighrise,Daniels Corporation,
Canada,Toronto,Murano South,../skyscraperpage.com/diagrams/images/54942.gif,http://skyscraperpage.com/cities/?buildingID=29206,2006,2009,45,Building Usesξ-ξresidentialξ-ξretail; Structural Typesξ-ξhighrise; Architectural Styleξ-ξmodern; Materialsξ-ξglassξ-ξaluminium,Lanterra Developments,
Canada,Toronto,The X Condominium,../skyscraperpage.com/diagrams/images/60223.gif,http://skyscraperpage.com/cities/?buildingID=36127,2007,2010,45,Building Usesξ-ξresidentialξ-ξretail; Structural Typesξ-ξhighrise; Architectural Styleξ-ξmodern; Materialsξ-ξglassξ-ξsteelξ-ξconcrete,Great Gulf Homes,
Canada,Toronto,Yonge + Rich,../skyscraperpage.com/diagrams/images/78728.gif,http://skyscraperpage.com/cities/?buildingID=7844,2016,null,46,Building Usesξ-ξresidential; Structural Typesξ-ξhighrise,Great Gulf Homes,
Canada,Toronto,Montage,../skyscraperpage.com/diagrams/images/84889.gif,http://skyscraperpage.com/cities/?buildingID=41585,2005,2009,47,Building Usesξ-ξresidential; Structural Typesξ-ξhighrise; Architectural Styleξ-ξmodern; Materialsξ-ξglassξ-ξaluminiumξ-ξconcrete,Concord Adex Developments,
Canada,Toronto,87 Peter,../skyscraperpage.com/diagrams/images/76929.gif,http://skyscraperpage.com/cities/?buildingID=16380,2015,null,49,Building Usesξ-ξresidentialξ-ξparking garageξ-ξretail; Structural Typesξ-ξhighrise,Menkes Developments,
Canada,Toronto,Harbourview Estates II,../skyscraperpage.com/diagrams/images/87688.gif,http://skyscraperpage.com/cities/?buildingID=1493,2003,2005,49,Building Usesξ-ξresidential; Structural Typesξ-ξhighrise; Architectural Styleξ-ξmodern; Materialsξ-ξglassξ-ξaluminiumξ-ξconcrete,Concord Adex Developments,
Canada,Toronto,West One,../skyscraperpage.com/diagrams/images/88189.gif,http://skyscraperpage.com/cities/?buildingID=9983,2005,2007,49,Building Usesξ-ξresidential; Structural Typesξ-ξhighrise; Architectural Styleξ-ξpostmodern; Materialsξ-ξglassξ-ξwoodξ-ξaluminiumξ-ξconcrete,Concord Adex Developments,
Canada,Toronto,X2 Condominiums,../skyscraperpage.com/diagrams/images/87352.gif,http://skyscraperpage.com/cities/?buildingID=75218,2011,2015,49,Building Usesξ-ξresidentialξ-ξretail; Structural Typesξ-ξhighrise; Architectural Styleξ-ξpostmodern,Great Gulf Homes,
Canada,Toronto,Burano,../skyscraperpage.com/diagrams/images/59557.gif,http://skyscraperpage.com/cities/?buildingID=53155,2009,2012,50,Building Usesξ-ξresidentialξ-ξretail; Structural Typesξ-ξhighrise; Architectural Styleξ-ξart decoξ-ξpostmodern; Materialsξ-ξglass,Lanterra Developments,
Canada,Toronto,Karma,../skyscraperpage.com/diagrams/images/82364.gif,http://skyscraperpage.com/cities/?buildingID=88717,2012,2016,50,Building Usesξ-ξresidential; Structural Typesξ-ξhighrise; Architectural Styleξ-ξmodern,Centre Court Developments,
Canada,Toronto,The Grid,../skyscraperpage.com/diagrams/images/85690.gif,http://skyscraperpage.com/cities/?buildingID=104921,2016,null,50,Building Usesξ-ξresidentialξ-ξretail; Structural Typesξ-ξhighrise,Centre Court Developments,
Canada,Toronto,Teahouse Condominiums South,../skyscraperpage.com/diagrams/images/87350.gif,http://skyscraperpage.com/cities/?buildingID=94824,2016,null,52,Building Usesξ-ξresidentialξ-ξparking garageξ-ξretail; Structural Typesξ-ξhighrise,Lanterra Developments,
Canada,Toronto,Three Hundred,../skyscraperpage.com/diagrams/images/67663.gif,http://skyscraperpage.com/cities/?buildingID=18642,2010,2013,52,Building Usesξ-ξresidential; Structural Typesξ-ξhighrise; Architectural Styleξ-ξmodern; Materialsξ-ξglassξ-ξsteel,Tridel Corporation,
Canada,Toronto,Four Seasons Hotel & Residences West,../skyscraperpage.com/diagrams/images/60218.gif,http://skyscraperpage.com/cities/?buildingID=41582,2008,2012,53,Building Usesξ-ξmixed useξ-ξhotelξ-ξresidentialξ-ξretail; Structural Typesξ-ξhighrise; Architectural Styleξ-ξmodern; Materialsξ-ξglassξ-ξsteelξ-ξconcrete,Menkes Developments,
Canada,Toronto,INDX Condominiums,../skyscraperpage.com/diagrams/images/81169.gif,http://skyscraperpage.com/cities/?buildingID=437,2013,2016,54,Building Usesξ-ξresidentialξ-ξretail; Structural Typesξ-ξhighrise,Centre Court Developments,
Canada,Toronto,Ice Condominiums West,../skyscraperpage.com/diagrams/images/87586.gif,http://skyscraperpage.com/cities/?buildingID=71596,null,2016,57,Building Usesξ-ξresidential; Structural Typesξ-ξhighrise; Architectural Styleξ-ξpostmodern; Materialsξ-ξglassξ-ξconcrete,Lanterra Developments,
Canada,Toronto,Trump International Hotel & Tower Toronto,../skyscraperpage.com/diagrams/images/81088.gif,http://skyscraperpage.com/cities/?buildingID=6167,2007,2012,57,"Building Usesξ-ξmixed useξ-ξhotelξ-ξparking garageξ-ξresidentialξ-ξrestaurant; Structural Typesξ-ξhighriseξ-ξpole; Architectural Styleξ-ξpostmodern; Materialsξ-ξglassξ-ξsteelξ-ξconcrete, reinforced",Talon International,license
Canada,Toronto,Wellesley on the Park,../skyscraperpage.com/diagrams/images/76092.gif,http://skyscraperpage.com/cities/?buildingID=11026,2015,null,60,"Building Usesξ-ξresidentialξ-ξretail; Structural Typesξ-ξhighrise; Architectural Styleξ-ξpostmodern; Materialsξ-ξglassξ-ξconcrete, reinforced",Lanterra Developments,
Canada,Toronto,Ice Condominiums East,../skyscraperpage.com/diagrams/images/82641.gif,http://skyscraperpage.com/cities/?buildingID=71597,null,2016,67,"Building Usesξ-ξresidentialξ-ξretail; Structural Typesξ-ξhighrise; Architectural Styleξ-ξmodern; Materialsξ-ξglassξ-ξsteelξ-ξconcrete, reinforced",Lanterra Developments,
Canada,Toronto,Ten York,../skyscraperpage.com/diagrams/images/85130.gif,http://skyscraperpage.com/cities/?buildingID=98543,2013,null,68,Building Usesξ-ξresidentialξ-ξparking garageξ-ξretail; Structural Typesξ-ξhighrise,Tridel Corporation,
Canada,Toronto,Number One Bloor,../skyscraperpage.com/diagrams/images/80588.gif,http://skyscraperpage.com/cities/?buildingID=52003,2011,null,75,Building Usesξ-ξresidentialξ-ξretail; Structural Typesξ-ξhighrise; Architectural Styleξ-ξmodern,Great Gulf Homes,
Canada,Vancouver,Aquarius III,../skyscraperpage.com/diagrams/images/28883.gif,http://skyscraperpage.com/cities/?buildingID=8607,null,1999,12,Building Usesξ-ξresidentialξ-ξretail; Structural Typesξ-ξhighrise; Architectural Styleξ-ξmodern; Materialsξ-ξglassξ-ξaluminiumξ-ξbrickξ-ξconcrete,Concord Pacific Group,
Canada,Vancouver,VanCity Centre,../skyscraperpage.com/diagrams/images/6448.gif,http://skyscraperpage.com/cities/?buildingID=6450,null,1995,14,Building Usesξ-ξofficeξ-ξretail; Structural Typesξ-ξhighriseξ-ξflagξ-ξpoleξ-ξstilts; Architectural Styleξ-ξmodern; Materialsξ-ξglassξ-ξconcrete,Bosa Development,
Canada,Vancouver,Denia,../skyscraperpage.com/diagrams/images/30165.gif,http://skyscraperpage.com/cities/?buildingID=8644,null,2003,20,Building Usesξ-ξresidential; Structural Typesξ-ξhighrise; Architectural Styleξ-ξpostmodern; Materialsξ-ξglassξ-ξaluminiumξ-ξconcrete,Aspac Development,
Canada,Vancouver,Mondrian I,../skyscraperpage.com/diagrams/images/17268.gif,http://skyscraperpage.com/cities/?buildingID=390,null,2001,21,Building Usesξ-ξresidential; Structural Typesξ-ξhighrise; Architectural Styleξ-ξpostmodern; Materialsξ-ξglassξ-ξconcrete,Bosa Development,
Canada,Vancouver,One Harbour Green,../skyscraperpage.com/diagrams/images/19277.gif,http://skyscraperpage.com/cities/?buildingID=10068,2003,2005,24,Building Usesξ-ξresidential; Structural Typesξ-ξhighrise; Architectural Styleξ-ξpostmodern; Materialsξ-ξglassξ-ξaluminiumξ-ξmarbleξ-ξconcrete,Aspac Development,
Canada,Vancouver,QuayWest II,../skyscraperpage.com/diagrams/images/6672.gif,http://skyscraperpage.com/cities/?buildingID=6674,null,2002,24,Building Usesξ-ξresidential; Structural Typesξ-ξhighrise; Architectural Styleξ-ξpostmodern; Materialsξ-ξglassξ-ξaluminiumξ-ξbrickξ-ξconcrete,Concord Pacific Group,
Canada,Vancouver,The Palisades West,../skyscraperpage.com/diagrams/images/12083.gif,http://skyscraperpage.com/cities/?buildingID=8304,null,1996,24,Building Usesξ-ξresidential; Structural Typesξ-ξhighriseξ-ξcornice; Architectural Styleξ-ξpostmodern; Materialsξ-ξglassξ-ξaluminiumξ-ξconcrete,Westbank,
Canada,Vancouver,Cascina,../skyscraperpage.com/diagrams/images/30164.gif,http://skyscraperpage.com/cities/?buildingID=8645,null,2003,25,Building Usesξ-ξresidential; Structural Typesξ-ξhighrise; Architectural Styleξ-ξpostmodern; Materialsξ-ξglassξ-ξaluminiumξ-ξconcrete,Aspac Development,
Canada,Vancouver,Viceroy,../skyscraperpage.com/diagrams/images/14446.gif,http://skyscraperpage.com/cities/?buildingID=7909,null,1994,27,Building Usesξ-ξresidential; Structural Typesξ-ξhighrise; Architectural Styleξ-ξpostmodern; Materialsξ-ξglassξ-ξbrickξ-ξconcrete,Bosa Development,
Canada,Vancouver,Viceroy II,../skyscraperpage.com/diagrams/images/14445.gif,http://skyscraperpage.com/cities/?buildingID=7910,null,1997,27,Building Usesξ-ξresidential; Structural Typesξ-ξhighrise; Architectural Styleξ-ξpostmodern; Materialsξ-ξglassξ-ξbrickξ-ξconcrete,Bosa Development,
Canada,Vancouver,Alvar,../skyscraperpage.com/diagrams/images/40382.gif,http://skyscraperpage.com/cities/?buildingID=7719,2003,2004,28,Building Usesξ-ξresidential; Structural Typesξ-ξhighrise; Architectural Styleξ-ξpostmodern; Materialsξ-ξglassξ-ξaluminiumξ-ξconcrete,Bosa Development,
Canada,Vancouver,Aquarius II,../skyscraperpage.com/diagrams/images/28993.gif,http://skyscraperpage.com/cities/?buildingID=8608,null,2000,29,Building Usesξ-ξresidentialξ-ξretail; Structural Typesξ-ξhighrise; Architectural Styleξ-ξpostmodern; Materialsξ-ξglassξ-ξaluminiumξ-ξbrickξ-ξconcrete,Concert Properties,
Canada,Vancouver,Escala,../skyscraperpage.com/diagrams/images/42020.gif,http://skyscraperpage.com/cities/?buildingID=5903,null,2002,29,Building Usesξ-ξresidential; Structural Typesξ-ξhighrise; Architectural Styleξ-ξpostmodern; Materialsξ-ξglassξ-ξaluminiumξ-ξconcrete,Aspac Development,
Canada,Vancouver,Mondrian II,../skyscraperpage.com/diagrams/images/16133.gif,http://skyscraperpage.com/cities/?buildingID=771,null,2002,29,Building Usesξ-ξresidential; Structural Typesξ-ξhighrise; Architectural Styleξ-ξpostmodern; Materialsξ-ξglassξ-ξconcrete,Bosa Development,
Canada,Vancouver,The Canadian,../skyscraperpage.com/diagrams/images/6270.gif,http://skyscraperpage.com/cities/?buildingID=7452,null,2000,29,Building Usesξ-ξresidential; Structural Typesξ-ξhighrise; Architectural Styleξ-ξpostmodern; Materialsξ-ξglassξ-ξbrickξ-ξconcrete,Wall Financial,
Canada,Vancouver,Citygate,../skyscraperpage.com/diagrams/images/40488.gif,http://skyscraperpage.com/cities/?buildingID=47380,null,1992,30,Building Usesξ-ξresidential; Structural Typesξ-ξhighrise; Architectural Styleξ-ξpostmodern; Materialsξ-ξglassξ-ξbrickξ-ξconcrete,Bosa Development,
Canada,Vancouver,Wall Centre Suites,../skyscraperpage.com/diagrams/images/11252.gif,http://skyscraperpage.com/cities/?buildingID=1838,null,1995,30,Building Usesξ-ξresidentialξ-ξretail; Structural Typesξ-ξhighrise; Architectural Styleξ-ξmodern; Materialsξ-ξglass,Wall Financial,
Canada,Vancouver,Governor's Tower,../skyscraperpage.com/diagrams/images/18605.gif,http://skyscraperpage.com/cities/?buildingID=736,null,1997,31,Building Usesξ-ξresidential; Structural Typesξ-ξhighrise; Architectural Styleξ-ξpostmodern; Materialsξ-ξglassξ-ξaluminiumξ-ξbrickξ-ξconcrete,Concord Pacific Group,
Canada,Vancouver,Salt,../skyscraperpage.com/diagrams/images/70625.gif,http://skyscraperpage.com/cities/?buildingID=85549,2012,2014,31,Building Usesξ-ξresidentialξ-ξretail; Structural Typesξ-ξhighrise,Concert Properties,
Canada,Vancouver,The Lions I,../skyscraperpage.com/diagrams/images/14459.gif,http://skyscraperpage.com/cities/?buildingID=8604,null,1999,31,Building Usesξ-ξresidentialξ-ξretail; Structural Typesξ-ξhighriseξ-ξcantilever; Architectural Styleξ-ξpostmodern; Materialsξ-ξglassξ-ξconcrete,Wall Financial,
Canada,Vancouver,The Max at Sector I,../skyscraperpage.com/diagrams/images/25600.gif,http://skyscraperpage.com/cities/?buildingID=7717,null,2005,31,Building Usesξ-ξresidentialξ-ξretail; Structural Typesξ-ξhighrise; Architectural Styleξ-ξpostmodern; Materialsξ-ξglassξ-ξaluminiumξ-ξbrickξ-ξconcrete,Concord Pacific Group,
Canada,Vancouver,The Peninsula,../skyscraperpage.com/diagrams/images/14443.gif,http://skyscraperpage.com/cities/?buildingID=8598,null,1996,31,Building Usesξ-ξresidentialξ-ξretail; Structural Typesξ-ξhighrise; Architectural Styleξ-ξpostmodern; Materialsξ-ξglassξ-ξaluminiumξ-ξbrickξ-ξconcrete,Concord Pacific Group,
Canada,Vancouver,Two Harbour Green,../skyscraperpage.com/diagrams/images/41162.gif,http://skyscraperpage.com/cities/?buildingID=8763,2005,2008,31,Building Usesξ-ξresidential; Structural Typesξ-ξhighrise; Architectural Styleξ-ξmodern; Materialsξ-ξglassξ-ξaluminium,Aspac Development,
