country,city,name,img,building_page-href,date_start,date_end,floors,tags,developer
United States,Chicago,Emerald North,../skyscraperpage.com/diagrams/images/50922.gif,http://skyscraperpage.com/cities/?buildingID=52749,2007,2008,12,Building Uses - residential: Structural Types - highrise,
United States,Chicago,Pure,../skyscraperpage.com/diagrams/images/60164.gif,http://skyscraperpage.com/cities/?buildingID=70054,2007,2008,13,Building Uses - residential - parking garage - retail: Structural Types - highrise: Architectural Style - modern,
United States,Jersey City,Riverside Apartments,../skyscraperpage.com/diagrams/images/4988.gif,http://skyscraperpage.com/cities/?buildingID=4990,1997,1998,33,Building Uses - residential: Structural Types - highrise: Architectural Style - modern,
United States,Jersey City,Monaco North,../skyscraperpage.com/diagrams/images/72438.gif,http://skyscraperpage.com/cities/?buildingID=52307,2009,2011,47,Building Uses - residential - parking garage - retail: Structural Types - highrise: Architectural Style - modern,
United States,Jersey City,50 Columbus,../skyscraperpage.com/diagrams/images/49732.gif,http://skyscraperpage.com/cities/?buildingID=25676,2005,2007,35,Building Uses - residential - office - parking garage - retail: Structural Types - highrise: Architectural Style - modern: Materials - glass - concrete: reinforced,
United States,Jersey City,State Square,../skyscraperpage.com/diagrams/images/32664.gif,http://skyscraperpage.com/cities/?buildingID=25672,2003,2005,12,Building Uses - residential - retail: Structural Types - highrise: Architectural Style - modern,
United States,Jersey City,Montgomery Greene,../skyscraperpage.com/diagrams/images/32249.gif,http://skyscraperpage.com/cities/?buildingID=18554,2004,2006,19,Building Uses - residential: Structural Types - highrise: Architectural Style - postmodern: Materials - glass - brick,
United States,Jersey City,East Hampton Apartments,../skyscraperpage.com/diagrams/images/4990.gif,http://skyscraperpage.com/cities/?buildingID=4992,null,1999,33,Building Uses - residential: Structural Types - highrise,
United States,Jersey City,Newport Office Center VII,../skyscraperpage.com/diagrams/images/72437.gif,http://skyscraperpage.com/cities/?buildingID=18543,2001,2003,29,Building Uses - office: Structural Types - highrise: Architectural Style - modern: Materials - steel,
United States,Jersey City,Monaco South,../skyscraperpage.com/diagrams/images/72439.gif,http://skyscraperpage.com/cities/?buildingID=65351,2009,2011,47,Building Uses - residential: Structural Types - highrise: Architectural Style - modern,
United States,Jersey City,Newport Office Center IV,../skyscraperpage.com/diagrams/images/72435.gif,http://skyscraperpage.com/cities/?buildingID=18548,null,2000,21,Building Uses - office: Structural Types - highrise: Architectural Style - postmodern,
United States,Jersey City,A - Jersey City,../skyscraperpage.com/diagrams/images/35229.gif,http://skyscraperpage.com/cities/?buildingID=39551,2005,2007,33,Building Uses - residential - parking garage - retail: Structural Types - highrise: Architectural Style - modern: Materials - glass - brick,
United States,Jersey City,Newport Office Center V,../skyscraperpage.com/diagrams/images/72436.gif,http://skyscraperpage.com/cities/?buildingID=18547,null,2002,21,Building Uses - office: Structural Types - highrise: Architectural Style - modern,
United States,Jersey City,Harborside Plaza 10,../skyscraperpage.com/diagrams/images/30337.gif,http://skyscraperpage.com/cities/?buildingID=18555,2000,2002,19,Building Uses - office: Structural Types - highrise: Architectural Style - modern,
United States,Jersey City,Curries Woods Building 6,../skyscraperpage.com/diagrams/images/82481.gif,http://skyscraperpage.com/cities/?buildingID=25649,null,1958,14,Building Uses - residential: Structural Types - highrise: Architectural Style - modern,
United States,Jersey City,99 Hudson Street,../skyscraperpage.com/diagrams/images/87323.gif,http://skyscraperpage.com/cities/?buildingID=103373,2016,null,79,Building Uses - residential - hotel - parking garage - retail: Structural Types - highrise: Architectural Style - modern,
United States,Jersey City,30 Hudson Street,../skyscraperpage.com/diagrams/images/34520.gif,http://skyscraperpage.com/cities/?buildingID=911,2001,2004,42,Building Uses - office: Structural Types - highrise: Architectural Style - postmodern: Materials - glass - steel - concrete,
United States,Jersey City,URL at Harborside I,../skyscraperpage.com/diagrams/images/85586.gif,http://skyscraperpage.com/cities/?buildingID=6135,2014,2016,71,Building Uses - residential - parking garage: Structural Types - highrise: Architectural Style - modern,
United States,Jersey City,101 Hudson Street,../skyscraperpage.com/diagrams/images/44299.gif,http://skyscraperpage.com/cities/?buildingID=895,null,1992,42,Building Uses - office - parking garage: Structural Types - highrise: Architectural Style - postmodern: Materials - glass - steel - concrete,
United States,Jersey City,Trump Plaza Residences,../skyscraperpage.com/diagrams/images/57223.gif,http://skyscraperpage.com/cities/?buildingID=40941,2006,2008,55,Building Uses - residential - parking garage - retail: Structural Types - highrise: Architectural Style - postmodern: Materials - glass - steel - limestone - concrete: reinforced,
United States,Jersey City,Newport Tower,../skyscraperpage.com/diagrams/images/55583.gif,http://skyscraperpage.com/cities/?buildingID=4493,null,1991,37,Building Uses - office - retail: Structural Types - highrise: Architectural Style - modern: Materials - glass - steel - limestone - concrete: reinforced,
United States,Jersey City,Exchange Place Center,../skyscraperpage.com/diagrams/images/72440.gif,http://skyscraperpage.com/cities/?buildingID=4194,null,1989,30,Building Uses - office: Structural Types - highrise: Architectural Style - postmodern: Materials - glass - steel - concrete,
United States,Jersey City,77 Hudson Street,../skyscraperpage.com/diagrams/images/52227.gif,http://skyscraperpage.com/cities/?buildingID=50207,2006,2009,48,Building Uses - residential - retail: Structural Types - highrise: Architectural Style - modern: Materials - glass,
United States,Jersey City,70 Greene Street,../skyscraperpage.com/diagrams/images/52226.gif,http://skyscraperpage.com/cities/?buildingID=50208,2006,2010,48,Building Uses - residential - retail: Structural Types - highrise: Architectural Style - modern: Materials - glass,
United States,Jersey City,Harborside Plaza 5,../skyscraperpage.com/diagrams/images/46152.gif,http://skyscraperpage.com/cities/?buildingID=6539,2000,2002,34,Building Uses - office - parking garage - restaurant - retail: Structural Types - highrise: Architectural Style - modern,
United States,Jersey City,Southampton Apartments,../skyscraperpage.com/diagrams/images/4989.gif,http://skyscraperpage.com/cities/?buildingID=4991,null,2000,36,Building Uses - residential: Structural Types - highrise: Architectural Style - modern,
United States,Jersey City,Atlantic Apartments,../skyscraperpage.com/diagrams/images/4991.gif,http://skyscraperpage.com/cities/?buildingID=4993,null,1998,36,Building Uses - residential - parking garage: Structural Types - highrise: Architectural Style - modern,
United States,Jersey City,Crystal Point,../skyscraperpage.com/diagrams/images/61759.gif,http://skyscraperpage.com/cities/?buildingID=65354,2007,2009,41,Building Uses - residential - parking garage - retail: Structural Types - highrise: Architectural Style - modern,
United States,Jersey City,Marbella Apartments,../skyscraperpage.com/diagrams/images/44565.gif,http://skyscraperpage.com/cities/?buildingID=18425,2001,2003,40,Building Uses - residential - parking garage: Structural Types - highrise: Architectural Style - postmodern: Materials - brick,
United States,Jersey City,Liberty View Towers West,../skyscraperpage.com/diagrams/images/53018.gif,http://skyscraperpage.com/cities/?buildingID=17122,2001,2003,36,Building Uses - residential - retail: Structural Types - highrise: Architectural Style - postmodern: Materials - masonry - glass - concrete: reinforced,
United States,Jersey City,Liberty View Towers East,../skyscraperpage.com/diagrams/images/53035.gif,http://skyscraperpage.com/cities/?buildingID=17123,2001,2003,36,Building Uses - residential - retail: Structural Types - highrise: Architectural Style - postmodern: Materials - masonry - glass - concrete: reinforced,
United States,Jersey City,Aquablu,../skyscraperpage.com/diagrams/images/78276.gif,http://skyscraperpage.com/cities/?buildingID=52311,2007,2009,32,Building Uses - residential - parking garage - retail: Structural Types - highrise: Architectural Style - postmodern: Materials - glass,
United States,Jersey City,The Criterion,../skyscraperpage.com/diagrams/images/1370.gif,http://skyscraperpage.com/cities/?buildingID=1372,null,1936,22,Building Uses - residential: Structural Types - highrise: Architectural Style - art deco - streamline moderne,
United States,Jersey City,The Thomas Jefferson,../skyscraperpage.com/diagrams/images/57761.gif,http://skyscraperpage.com/cities/?buildingID=18121,null,1988,34,Building Uses - residential: Structural Types - highrise: Architectural Style - modern,
United States,Jersey City,The James Madison,../skyscraperpage.com/diagrams/images/57760.gif,http://skyscraperpage.com/cities/?buildingID=18120,null,1988,34,Building Uses - residential: Structural Types - highrise: Architectural Style - modern,
United States,Jersey City,Mandalay on the Hudson,../skyscraperpage.com/diagrams/images/4992.gif,http://skyscraperpage.com/cities/?buildingID=4994,null,1999,25,Building Uses - residential: Structural Types - highrise: Architectural Style - modern,
United States,Las Vegas,SpringHill Suites Las Vegas Convention Center,../skyscraperpage.com/diagrams/images/79407.gif,http://skyscraperpage.com/cities/?buildingID=105281,null,2009,24,Building Uses - hotel: Structural Types - highrise: Materials - concrete: reinforced,
United States,Las Vegas,Fremont Hotel,../skyscraperpage.com/diagrams/images/19088.gif,http://skyscraperpage.com/cities/?buildingID=25456,null,1956,15,Building Uses - hotel - casino: Structural Types - highrise: Architectural Style - modern,
United States,Las Vegas,Four Queens - Tower II,../skyscraperpage.com/diagrams/images/28212.gif,http://skyscraperpage.com/cities/?buildingID=32823,null,1985,18,Building Uses - hotel - casino: Structural Types - highrise: Architectural Style - modern,
United States,Las Vegas,Lady Luck - East Tower,../skyscraperpage.com/diagrams/images/37695.gif,http://skyscraperpage.com/cities/?buildingID=5122,null,1980,16,Building Uses - hotel: Structural Types - highrise: Architectural Style - modern,
United States,Las Vegas,Nevada Financial Center,../skyscraperpage.com/diagrams/images/32460.gif,http://skyscraperpage.com/cities/?buildingID=25459,null,1987,12,Building Uses - office: Structural Types - highrise: Architectural Style - modern: Materials - glass - steel - concrete,
United States,Las Vegas,Hilton Grand Vacations Club At The Las Vegas Hilton,../skyscraperpage.com/diagrams/images/18879.gif,http://skyscraperpage.com/cities/?buildingID=25452,null,1999,17,Building Uses - hotel: Structural Types - highrise: Architectural Style - modern,
United States,Las Vegas,Ballys - North Tower,../skyscraperpage.com/diagrams/images/37152.gif,http://skyscraperpage.com/cities/?buildingID=2573,null,1973,26,Building Uses - hotel - casino: Structural Types - highrise: Architectural Style - modern,
United States,Las Vegas,Molasky Corporate Center,../skyscraperpage.com/diagrams/images/40986.gif,http://skyscraperpage.com/cities/?buildingID=43235,2005,2007,17,Building Uses - office - parking garage - restaurant - retail - fitness center: Structural Types - highrise - sign: Architectural Style - modern: Materials - glass - concrete,
United States,Las Vegas,Circus Circus Parking Garage North,../skyscraperpage.com/diagrams/images/87664.gif,http://skyscraperpage.com/cities/?buildingID=50279,null,1996,8,Building Uses - parking garage: Structural Types - highrise: Architectural Style - modern: Materials - steel - concrete,
United States,Las Vegas,Gold Coast Hotel & Casino,../skyscraperpage.com/diagrams/images/19226.gif,http://skyscraperpage.com/cities/?buildingID=25411,null,1986,11,Building Uses - hotel - casino: Structural Types - highrise: Architectural Style - modern,
United States,Las Vegas,SLS Parking Garage,../skyscraperpage.com/diagrams/images/86849.gif,http://skyscraperpage.com/cities/?buildingID=50345,null,1988,8,Building Uses - parking garage: Structural Types - highrise: Architectural Style - modern: Materials - steel - concrete,
United States,Las Vegas,Vegas Club - South Tower,../skyscraperpage.com/diagrams/images/37679.gif,http://skyscraperpage.com/cities/?buildingID=43299,null,1961,16,Building Uses - hotel - casino: Structural Types - highrise: Architectural Style - modern,
United States,Las Vegas,Jockey Club - Ascot Tower,../skyscraperpage.com/diagrams/images/28145.gif,http://skyscraperpage.com/cities/?buildingID=25409,null,1970,11,Building Uses - hotel: Structural Types - highrise: Architectural Style - modern,
United States,Las Vegas,Luxor Las Vegas East Tower,../skyscraperpage.com/diagrams/images/34926.gif,http://skyscraperpage.com/cities/?buildingID=20372,1996,1997,22,Building Uses - hotel - casino - retail: Structural Types - highrise: Architectural Style - modern: Materials - steel,
United States,Las Vegas,Vegas Club North Tower,../skyscraperpage.com/diagrams/images/37678.gif,http://skyscraperpage.com/cities/?buildingID=25455,1995,1996,15,Building Uses - hotel - casino - parking garage: Structural Types - highrise: Architectural Style - modern,
United States,Las Vegas,Harrahs - Mardi Gras South Tower,../skyscraperpage.com/diagrams/images/20662.gif,http://skyscraperpage.com/cities/?buildingID=26876,null,1973,15,Building Uses - hotel - casino: Structural Types - highrise: Architectural Style - modern,
United States,Las Vegas,Lady Luck Tower Two,../skyscraperpage.com/diagrams/images/37694.gif,http://skyscraperpage.com/cities/?buildingID=5121,null,1988,24,Building Uses - hotel - casino: Structural Types - highrise: Architectural Style - modern,
United States,Las Vegas,Circus Circus Main Tower West,../skyscraperpage.com/diagrams/images/35367.gif,http://skyscraperpage.com/cities/?buildingID=39684,null,1975,15,Building Uses - hotel - casino: Structural Types - highrise: Architectural Style - modern,
United States,Las Vegas,Ballys - South Tower,../skyscraperpage.com/diagrams/images/58998.gif,http://skyscraperpage.com/cities/?buildingID=2574,null,1980,26,Building Uses - hotel - casino: Structural Types - highrise: Architectural Style - modern,
United States,Las Vegas,SLS Story Tower,../skyscraperpage.com/diagrams/images/87685.gif,http://skyscraperpage.com/cities/?buildingID=32047,null,1959,14,Building Uses - hotel: Structural Types - highrise: Architectural Style - modern,
United States,Las Vegas,Jockey Club - Derby Tower,../skyscraperpage.com/diagrams/images/28144.gif,http://skyscraperpage.com/cities/?buildingID=32049,null,1970,11,Building Uses - hotel: Structural Types - highrise: Architectural Style - modern,
United States,Las Vegas,Clark County Bridger Building,../skyscraperpage.com/diagrams/images/37649.gif,http://skyscraperpage.com/cities/?buildingID=43277,null,1966,11,Building Uses - unused - government - office: Structural Types - highrise: Architectural Style - international,
United States,Las Vegas,Barbary Coast,../skyscraperpage.com/diagrams/images/28146.gif,http://skyscraperpage.com/cities/?buildingID=6244,null,1979,9,Building Uses - hotel: Structural Types - highrise,
United States,Las Vegas,Cal Fed Building,../skyscraperpage.com/diagrams/images/37645.gif,http://skyscraperpage.com/cities/?buildingID=43278,null,1986,10,Building Uses - office - government: Structural Types - highrise: Architectural Style - international: Materials - glass,
United States,Las Vegas,Four Queens - Tower I,../skyscraperpage.com/diagrams/images/28211.gif,http://skyscraperpage.com/cities/?buildingID=20369,null,1965,18,Building Uses - hotel - casino: Structural Types - highrise: Architectural Style - modern,
United States,Las Vegas,The Plaza - South Tower,../skyscraperpage.com/diagrams/images/28205.gif,http://skyscraperpage.com/cities/?buildingID=32066,null,1981,22,Building Uses - hotel: Structural Types - highrise: Architectural Style - international: Materials - glass - steel - concrete,
United States,Las Vegas,Paris - Parking Garage,../skyscraperpage.com/diagrams/images/84347.gif,http://skyscraperpage.com/cities/?buildingID=32948,null,1999,8,Building Uses - parking garage: Structural Types - highrise: Architectural Style - modern: Materials - steel - concrete,
United States,Las Vegas,Planet Hollywood - Parking Garage,../skyscraperpage.com/diagrams/images/84271.gif,http://skyscraperpage.com/cities/?buildingID=32950,null,2000,10,Building Uses - parking garage: Structural Types - highrise: Architectural Style - modern: Materials - steel - concrete,
United States,Las Vegas,101 Convention Center Plaza,../skyscraperpage.com/diagrams/images/19092.gif,http://skyscraperpage.com/cities/?buildingID=25479,null,1987,12,Building Uses - office: Structural Types - highrise: Architectural Style - modern: Materials - glass - steel - concrete,
United States,Las Vegas,Phoenix Building,../skyscraperpage.com/diagrams/images/37647.gif,http://skyscraperpage.com/cities/?buildingID=43276,null,1983,12,Building Uses - office - parking garage: Structural Types - highrise: Architectural Style - modern: Materials - glass - steel - concrete,
United States,Las Vegas,Mark One Apartments,../skyscraperpage.com/diagrams/images/18959.gif,http://skyscraperpage.com/cities/?buildingID=5126,null,1975,15,Building Uses - residential: Structural Types - highrise: Architectural Style - modern: Materials - glass - steel - concrete,
United States,Las Vegas,Luxor Las Vegas West Tower,../skyscraperpage.com/diagrams/images/34925.gif,http://skyscraperpage.com/cities/?buildingID=20371,1996,1997,22,Building Uses - hotel - casino: Structural Types - highrise: Architectural Style - modern: Materials - steel,
United States,Las Vegas,New York New York - Parking Garage,../skyscraperpage.com/diagrams/images/87364.gif,http://skyscraperpage.com/cities/?buildingID=32949,1995,1997,8,Building Uses - parking garage: Structural Types - highrise: Architectural Style - modern: Materials - steel - concrete,
United States,Las Vegas,Excalibur Hotel Casino Castle,../skyscraperpage.com/diagrams/images/79314.gif,http://skyscraperpage.com/cities/?buildingID=35371,null,1990,3,Building Uses - casino: Structural Types - highrise,
United States,Las Vegas,Circus Circus Skyrise Tower,../skyscraperpage.com/diagrams/images/37148.gif,http://skyscraperpage.com/cities/?buildingID=26721,null,1986,29,Building Uses - hotel - casino: Structural Types - highrise: Architectural Style - modern: Materials - glass - steel - concrete,
United States,Las Vegas,Harrahs - Mardi Gras North Tower,../skyscraperpage.com/diagrams/images/20660.gif,http://skyscraperpage.com/cities/?buildingID=26875,null,1983,23,Building Uses - hotel - casino: Structural Types - highrise: Architectural Style - modern,
United States,Las Vegas,Circus Circus Main Tower East,../skyscraperpage.com/diagrams/images/58995.gif,http://skyscraperpage.com/cities/?buildingID=26722,null,1972,15,Building Uses - hotel - casino: Structural Types - highrise: Architectural Style - modern,
United States,Las Vegas,3883 Hughes Center,../skyscraperpage.com/diagrams/images/40997.gif,http://skyscraperpage.com/cities/?buildingID=48749,2005,2007,9,Building Uses - office: Structural Types - highrise: Architectural Style - modern: Materials - glass - steel - granite,
United States,Las Vegas,Clark County Detention Center,../skyscraperpage.com/diagrams/images/37646.gif,http://skyscraperpage.com/cities/?buildingID=26836,null,1984,12,Building Uses - prison: Structural Types - highrise: Architectural Style - modern: Materials - glass - steel - concrete,
United States,Las Vegas,Regency Towers,../skyscraperpage.com/diagrams/images/31516.gif,http://skyscraperpage.com/cities/?buildingID=32825,null,1974,24,Building Uses - residential: Structural Types - highrise: Architectural Style - international,
United States,Las Vegas,Wells Fargo Bank,../skyscraperpage.com/diagrams/images/37648.gif,http://skyscraperpage.com/cities/?buildingID=43289,null,1965,11,Building Uses - office: Structural Types - highrise: Architectural Style - modern: Materials - glass - steel - concrete,
United States,Las Vegas,Sands Expo Parking Garage,../skyscraperpage.com/diagrams/images/84335.gif,http://skyscraperpage.com/cities/?buildingID=47440,2005,2006,15,Building Uses - parking garage: Structural Types - highrise: Architectural Style - modern: Materials - steel - concrete,
United States,Las Vegas,Imperial Palace Towers,../skyscraperpage.com/diagrams/images/58853.gif,http://skyscraperpage.com/cities/?buildingID=5390,null,1974,19,Building Uses - hotel - casino: Structural Types - highrise: Architectural Style - postmodern,
United States,Las Vegas,Circus Circus West Tower,../skyscraperpage.com/diagrams/images/37146.gif,http://skyscraperpage.com/cities/?buildingID=5404,1995,1996,35,Building Uses - hotel - casino: Structural Types - highrise: Architectural Style - modern: Materials - glass - steel - concrete,
United States,Las Vegas,Stratosphere Tower,../skyscraperpage.com/diagrams/images/64563.gif,http://skyscraperpage.com/cities/?buildingID=122,1994,1996,12,Building Uses - observation - communication - religious - restaurant - retail - ride: Structural Types - tower - highrise - roller coaster - vertical ride: Architectural Style - futurism: Materials - glass - steel - concrete: reinforced - concrete,
United States,Las Vegas,Palazzo Las Vegas,../skyscraperpage.com/diagrams/images/58939.gif,http://skyscraperpage.com/cities/?buildingID=31639,2004,2007,53,Building Uses - hotel - casino - parking garage - restaurant - retail - fitness center: Structural Types - highrise: Architectural Style - postmodern: Materials - glass - steel - concrete,
United States,Las Vegas,Encore at Wynn Las Vegas,../skyscraperpage.com/diagrams/images/58827.gif,http://skyscraperpage.com/cities/?buildingID=33675,2006,2008,50,Building Uses - hotel - casino - parking garage - restaurant - retail: Structural Types - highrise: Architectural Style - modern: Materials - glass,
United States,Las Vegas,Trump International Hotel Las Vegas,../skyscraperpage.com/diagrams/images/57742.gif,http://skyscraperpage.com/cities/?buildingID=26519,2005,2008,57,Building Uses - residential - parking garage - residential - restaurant - fitness center: Structural Types - highrise: Architectural Style - modern: Materials - glass - gold,
United States,Las Vegas,Wynn Las Vegas,../skyscraperpage.com/diagrams/images/58828.gif,http://skyscraperpage.com/cities/?buildingID=10295,2002,2005,48,Building Uses - hotel - casino - restaurant - retail - theatre: Structural Types - highrise: Architectural Style - modern,
United States,Las Vegas,Casino Spa Tower,../skyscraperpage.com/diagrams/images/59618.gif,http://skyscraperpage.com/cities/?buildingID=34655,2005,2010,53,Building Uses - mixed use - casino - hotel - parking garage - residential - restaurant - retail - fitness center: Structural Types - highrise: Architectural Style - modern: Materials - glass - steel - concrete,
United States,Las Vegas,Beach Resort Tower,../skyscraperpage.com/diagrams/images/59676.gif,http://skyscraperpage.com/cities/?buildingID=34654,2006,2010,51,Building Uses - mixed use - casino - hotel - residential: Structural Types - highrise: Architectural Style - modern: Materials - glass,
United States,Las Vegas,Aria Resort & Casino,../skyscraperpage.com/diagrams/images/59634.gif,http://skyscraperpage.com/cities/?buildingID=41116,2006,2009,62,Building Uses - hotel - casino - conference - office - parking garage - theatre: Structural Types - highrise: Architectural Style - modern: Materials - glass - steel - stone - concrete,
United States,Las Vegas,Elara - Hilton Grand Vacations Hotel,../skyscraperpage.com/diagrams/images/59701.gif,http://skyscraperpage.com/cities/?buildingID=43033,2006,2009,50,Building Uses - hotel - parking garage - residential - restaurant - retail: Structural Types - highrise: Architectural Style - modern: Materials - glass - steel - concrete,
United States,Las Vegas,Vdara,../skyscraperpage.com/diagrams/images/59608.gif,http://skyscraperpage.com/cities/?buildingID=41119,2006,2009,64,Building Uses - hotel - residential - retail: Structural Types - highrise: Architectural Style - modern: Materials - glass - steel - stone - concrete,
United States,Las Vegas,Eiffel Tower at Paris Las Vegas,../skyscraperpage.com/diagrams/images/34987.gif,http://skyscraperpage.com/cities/?buildingID=1099,1998,1999,3,Building Uses - observation - monument: Structural Types - tower - truss: Materials - steel,
United States,Las Vegas,Mandarin Oriental Las Vegas,../skyscraperpage.com/diagrams/images/43072.gif,http://skyscraperpage.com/cities/?buildingID=41120,2007,2009,56,Building Uses - mixed use - hotel - residential - restaurant - retail: Structural Types - highrise: Architectural Style - modern: Materials - glass - steel - concrete,
United States,Las Vegas,New York New York Hotel & Casino,../skyscraperpage.com/diagrams/images/58901.gif,http://skyscraperpage.com/cities/?buildingID=5381,1995,1997,49,Building Uses - hotel - casino - restaurant - retail - fitness center: Structural Types - highrise: Architectural Style - art deco - modern - postmodern: Materials - glass - steel - concrete,
United States,Las Vegas,Palms Place,../skyscraperpage.com/diagrams/images/49414.gif,http://skyscraperpage.com/cities/?buildingID=35339,2005,2008,49,Building Uses - residential: Structural Types - highrise: Architectural Style - postmodern: Materials - glass - steel - concrete,
United States,Las Vegas,Bellagio Las Vegas,../skyscraperpage.com/diagrams/images/71077.gif,http://skyscraperpage.com/cities/?buildingID=3388,1995,1998,37,Building Uses - hotel - casino - conference - parking garage - restaurant - retail: Structural Types - highrise: Architectural Style - postmodern: Materials - glass - steel - concrete,
United States,Las Vegas,Sky Las Vegas,../skyscraperpage.com/diagrams/images/59700.gif,http://skyscraperpage.com/cities/?buildingID=31764,2005,2007,45,Building Uses - residential - conference - garden - parking garage - fitness center: Structural Types - highrise: Architectural Style - modern: Materials - glass - steel - concrete,
United States,Las Vegas,Panorama Towers Three,../skyscraperpage.com/diagrams/images/59699.gif,http://skyscraperpage.com/cities/?buildingID=32024,2006,2009,41,Building Uses - residential: Structural Types - highrise: Architectural Style - modern: Materials - glass - steel - concrete,
United States,Las Vegas,Delano Las Vegas,../skyscraperpage.com/diagrams/images/60838.gif,http://skyscraperpage.com/cities/?buildingID=20370,2002,2004,43,Building Uses - hotel - casino - restaurant: Structural Types - highrise: Architectural Style - postmodern: Materials - glass - steel - concrete: reinforced,
United States,Las Vegas,Mandalay Bay Resort & Casino,../skyscraperpage.com/diagrams/images/45797.gif,http://skyscraperpage.com/cities/?buildingID=2302,1997,1999,43,Building Uses - hotel - casino - restaurant - retail: Structural Types - highrise - sign: Architectural Style - postmodern: Materials - glass - steel - concrete: reinforced,
United States,Las Vegas,Turnberry Place Tower One,../skyscraperpage.com/diagrams/images/38634.gif,http://skyscraperpage.com/cities/?buildingID=4851,1999,2001,38,Building Uses - residential: Structural Types - highrise: Architectural Style - postmodern: Materials - glass,
United States,Las Vegas,Turnberry Place Tower Three,../skyscraperpage.com/diagrams/images/38632.gif,http://skyscraperpage.com/cities/?buildingID=4600,2002,2004,38,Building Uses - residential: Structural Types - highrise: Architectural Style - postmodern: Materials - glass,
United States,Las Vegas,Turnberry Place Tower Two,../skyscraperpage.com/diagrams/images/38633.gif,http://skyscraperpage.com/cities/?buildingID=7082,2001,2002,38,Building Uses - residential: Structural Types - highrise: Architectural Style - postmodern: Materials - glass,
United States,Las Vegas,Turnberry Place Tower Four,../skyscraperpage.com/diagrams/images/38631.gif,http://skyscraperpage.com/cities/?buildingID=4596,2004,2006,38,Building Uses - residential: Structural Types - highrise: Architectural Style - postmodern: Materials - glass,
United States,Las Vegas,The Signature at MGM Grand - Tower B,../skyscraperpage.com/diagrams/images/39568.gif,http://skyscraperpage.com/cities/?buildingID=31763,2005,2006,40,Building Uses - residential - fitness center: Structural Types - highrise: Architectural Style - postmodern: Materials - glass - steel,
United States,Las Vegas,The Venetian Resort Hotel & Casino,../skyscraperpage.com/diagrams/images/30015.gif,http://skyscraperpage.com/cities/?buildingID=7106,1997,1999,40,Building Uses - hotel - casino - restaurant - retail - fitness center: Structural Types - highrise: Architectural Style - postmodern: Materials - glass - steel - concrete,
United States,Las Vegas,The Signature at MGM Grand - Tower A,../skyscraperpage.com/diagrams/images/39567.gif,http://skyscraperpage.com/cities/?buildingID=26518,2004,2007,40,Building Uses - residential - fitness center: Structural Types - highrise: Architectural Style - postmodern: Materials - glass - steel,
United States,Las Vegas,The Signature at MGM Grand - Tower C,../skyscraperpage.com/diagrams/images/39569.gif,http://skyscraperpage.com/cities/?buildingID=31996,2005,2007,40,Building Uses - residential - fitness center: Structural Types - highrise: Architectural Style - postmodern: Materials - glass - steel,
United States,Las Vegas,Allure Las Vegas,../skyscraperpage.com/diagrams/images/36657.gif,http://skyscraperpage.com/cities/?buildingID=31896,2005,2007,41,Building Uses - residential - parking garage - retail: Structural Types - highrise: Architectural Style - postmodern: Materials - glass - concrete,
United States,Las Vegas,Fantasy Tower,../skyscraperpage.com/diagrams/images/35219.gif,http://skyscraperpage.com/cities/?buildingID=6933,2004,2006,40,Building Uses - mixed use - hotel - residential - restaurant - retail: Structural Types - highrise: Architectural Style - postmodern: Materials - glass - steel - concrete,
United States,Las Vegas,Turnberry Towers West Tower,../skyscraperpage.com/diagrams/images/36658.gif,http://skyscraperpage.com/cities/?buildingID=33678,2006,2008,45,Building Uses - residential - fitness center: Structural Types - highrise: Architectural Style - postmodern: Materials - glass - steel - stucco - concrete,
United States,Las Vegas,Turnberry Towers East Tower,../skyscraperpage.com/diagrams/images/36659.gif,http://skyscraperpage.com/cities/?buildingID=25376,2005,2008,45,Building Uses - residential - fitness center: Structural Types - highrise: Architectural Style - postmodern: Materials - glass - steel - stucco - concrete,
United States,Las Vegas,Rio All-Suite Hotel & Casino Masquerade Tower,../skyscraperpage.com/diagrams/images/2686.gif,http://skyscraperpage.com/cities/?buildingID=2688,1995,1997,42,Building Uses - hotel - casino: Structural Types - highrise: Architectural Style - postmodern: Materials - glass - steel - concrete,
United States,Las Vegas,Palace Tower,../skyscraperpage.com/diagrams/images/60962.gif,http://skyscraperpage.com/cities/?buildingID=2473,1996,1997,29,Building Uses - hotel - religious - restaurant - retail - fitness center: Structural Types - highrise: Architectural Style - romanesque: Materials - glass - steel - stucco,
United States,Las Vegas,Veer Towers West,../skyscraperpage.com/diagrams/images/72229.gif,http://skyscraperpage.com/cities/?buildingID=52448,2007,2010,37,Building Uses - residential - restaurant - retail: Structural Types - highrise: Materials - glass - steel - concrete,
United States,Las Vegas,Veer Towers East,../skyscraperpage.com/diagrams/images/72230.gif,http://skyscraperpage.com/cities/?buildingID=49385,2007,2010,37,Building Uses - residential - restaurant - retail: Structural Types - highrise: Architectural Style - modern: Materials - glass - steel - concrete,
United States,Las Vegas,Palms Las Vegas,../skyscraperpage.com/diagrams/images/30424.gif,http://skyscraperpage.com/cities/?buildingID=7032,1999,2001,42,Building Uses - hotel - casino - parking garage - restaurant - theatre - cinema: Structural Types - highrise: Architectural Style - postmodern: Materials - concrete,
