country,city,name,img,building_page-href,date_start,date_end,floors,tags,developer
Philippines,Makati,The Peak,../skyscraperpage.com/diagrams/images/28860.gif,http://skyscraperpage.com/cities/?buildingID=1666,null,1991,35,Building Uses - mixed use - office - residential: Structural Types - highrise;;,Shang Properties
Philippines,Makati,Exportbank Plaza,../skyscraperpage.com/diagrams/images/19650.gif,http://skyscraperpage.com/cities/?buildingID=1415,null,1998,35,Building Uses - office - parking garage: Structural Types - highrise: Architectural Style - postmodern: Materials - glass - concrete;;,
Philippines,Makati,PLDT Tower,../skyscraperpage.com/diagrams/images/38343.gif,http://skyscraperpage.com/cities/?buildingID=43647,null,null,36,Building Uses - office: Structural Types - highrise: Architectural Style - modern: Materials - glass - concrete;;,
Philippines,Makati,Elizabeth Place,../skyscraperpage.com/diagrams/images/43029.gif,http://skyscraperpage.com/cities/?buildingID=43645,null,null,36,Building Uses - residential - parking garage - fitness center: Structural Types - highrise - landing pad: Architectural Style - postmodern: Materials - granite;;,
Philippines,Makati,BSA Tower,../skyscraperpage.com/diagrams/images/28767.gif,http://skyscraperpage.com/cities/?buildingID=1558,null,1998,37,Building Uses - residential - conference - office - parking garage - fitness center: Structural Types - highrise: Architectural Style - postmodern: Materials - glass - steel - concrete;;,
Philippines,Makati,Cityland Pasong Tamo Tower,../skyscraperpage.com/diagrams/images/53164.gif,http://skyscraperpage.com/cities/?buildingID=43643,null,null,38,Building Uses - residential: Structural Types - highrise: Architectural Style - postmodern: Materials - glass - steel - concrete: reinforced - concrete;;,
Philippines,Makati,Burgundy Corportate Tower,../skyscraperpage.com/diagrams/images/38341.gif,http://skyscraperpage.com/cities/?buildingID=43642,null,null,38,Building Uses - office: Structural Types - highrise: Architectural Style - modern: Materials - glass - concrete;;,
Philippines,Makati,J.G. Summit Center,../skyscraperpage.com/diagrams/images/38113.gif,http://skyscraperpage.com/cities/?buildingID=1366,null,2001,38,Building Uses - office - fitness center: Structural Types - highrise - landing pad: Architectural Style - modern: Materials - glass - steel - concrete;;,Robinsons Land
Philippines,Makati,Luna Gardens,../skyscraperpage.com/diagrams/images/77208.gif,http://skyscraperpage.com/cities/?buildingID=43638,null,null,39,Building Uses - residential: Structural Types - highrise: Architectural Style - modern: Materials - glass - concrete;;,
Philippines,Makati,Enterprise Center - Tower One,../skyscraperpage.com/diagrams/images/67348.gif,http://skyscraperpage.com/cities/?buildingID=5124,1998,2001,40,Building Uses - office: Structural Types - highrise: Architectural Style - postmodern: Materials - glass - steel - concrete;;,KSA Realty
Philippines,Makati,Salcedo Park Apartments One,../skyscraperpage.com/diagrams/images/38160.gif,http://skyscraperpage.com/cities/?buildingID=44040,null,null,41,Building Uses - residential: Structural Types - highrise: Architectural Style - modern: Materials - glass - steel - concrete;;,Nobleland
Philippines,Makati,Rufino Plaza,../skyscraperpage.com/diagrams/images/53462.gif,http://skyscraperpage.com/cities/?buildingID=79016,null,1996,41,Building Uses - office - parking garage: Structural Types - highrise - landing pad: Architectural Style - postmodern: Materials - glass - steel - concrete;;,
Philippines,Makati,Two RCBC Plaza,../skyscraperpage.com/diagrams/images/38050.gif,http://skyscraperpage.com/cities/?buildingID=43628,2000,2001,41,Building Uses - office: Structural Types - highrise: Architectural Style - modern: Materials - glass - concrete;;,RCBC Realty
Philippines,Makati,Forbes Towers,../skyscraperpage.com/diagrams/images/38116.gif,http://skyscraperpage.com/cities/?buildingID=43637,null,null,42,Building Uses - mixed use - hotel - residential - restaurant - retail - fitness center: Structural Types - highrise - hole - sign: Architectural Style - modern: Materials - glass - steel - concrete;;,Century Properties
Philippines,Makati,Pacific Plaza Condominiums,../skyscraperpage.com/diagrams/images/38115.gif,http://skyscraperpage.com/cities/?buildingID=43635,null,1992,44,Building Uses - residential: Structural Types - highrise: Architectural Style - postmodern: Materials - glass - concrete;;,Metro Pacific
Philippines,Makati,One Legazpi Park,../skyscraperpage.com/diagrams/images/4128.gif,http://skyscraperpage.com/cities/?buildingID=4130,2004,2006,45,Building Uses - residential: Structural Types - highrise: Architectural Style - modern: Materials - glass - steel - concrete;;,
Philippines,Makati,One Rockwell East Tower,../skyscraperpage.com/diagrams/images/62867.gif,http://skyscraperpage.com/cities/?buildingID=83486,2007,2011,45,Building Uses - residential: Structural Types - highrise;;,Rockwell Land
Philippines,Makati,Petron Megaplaza,../skyscraperpage.com/diagrams/images/37886.gif,http://skyscraperpage.com/cities/?buildingID=1080,null,1998,45,Building Uses - office: Structural Types - highrise: Architectural Style - postmodern: Materials - glass - steel - concrete;;,Megaworld
Philippines,Makati,Salcedo Park Apartments Two,../skyscraperpage.com/diagrams/images/38159.gif,http://skyscraperpage.com/cities/?buildingID=43632,null,null,45,Building Uses - residential: Structural Types - highrise: Architectural Style - modern: Materials - glass - steel - concrete;;,Nobleland
Philippines,Makati,LKG Tower,../skyscraperpage.com/diagrams/images/67350.gif,http://skyscraperpage.com/cities/?buildingID=113,1995,2000,45,Building Uses - office: Structural Types - highrise: Architectural Style - modern: Materials - glass - concrete;;,ICEC Land
Philippines,Makati,Shang Grand Tower,../skyscraperpage.com/diagrams/images/38158.gif,http://skyscraperpage.com/cities/?buildingID=22999,2004,2006,46,Building Uses - residential: Structural Types - highrise: Architectural Style - postmodern: Materials - glass - concrete;;,Shang Properties
Philippines,Makati,Yuchengco Tower,../skyscraperpage.com/diagrams/images/67353.gif,http://skyscraperpage.com/cities/?buildingID=43627,2000,2001,46,Building Uses - office: Structural Types - highrise: Architectural Style - modern: Materials - glass - concrete;;,RCBC Realty
Philippines,Makati,G.T. International Tower,../skyscraperpage.com/diagrams/images/67351.gif,http://skyscraperpage.com/cities/?buildingID=4056,2001,2002,47,Building Uses - office: Structural Types - highrise: Architectural Style - modern: Materials - glass - steel - concrete;;,Federal Land
Philippines,Makati,Rizal Tower,../skyscraperpage.com/diagrams/images/6851.gif,http://skyscraperpage.com/cities/?buildingID=6853,null,1999,47,Building Uses - residential: Structural Types - highrise;;,Rockwell Land
Philippines,Makati,Philamlife Tower,../skyscraperpage.com/diagrams/images/37932.gif,http://skyscraperpage.com/cities/?buildingID=6912,null,1999,48,Building Uses - office: Structural Types - highrise: Architectural Style - modern: Materials - glass - concrete;;,Philam Properties
Philippines,Makati,Laguna Tower,../skyscraperpage.com/diagrams/images/38048.gif,http://skyscraperpage.com/cities/?buildingID=32473,2004,2008,48,Building Uses - residential: Structural Types - highrise: Architectural Style - postmodern: Materials - glass - concrete;;,Ayala Land
Philippines,Makati,Residences at Greenbelt - Manila Tower,../skyscraperpage.com/diagrams/images/38047.gif,http://skyscraperpage.com/cities/?buildingID=43804,2006,2008,48,Building Uses - residential: Structural Types - highrise: Architectural Style - postmodern: Materials - glass - concrete;;,Ayala Land
Philippines,Makati,Roxas Triangle - Tower One,../skyscraperpage.com/diagrams/images/67349.gif,http://skyscraperpage.com/cities/?buildingID=2741,null,2000,51,Building Uses - residential: Structural Types - highrise: Architectural Style - modern: Materials - glass - concrete;;,Ayala Land
Philippines,Makati,Two & Three Central Tower 1,../skyscraperpage.com/diagrams/images/84683.gif,http://skyscraperpage.com/cities/?buildingID=101021,2012,null,51,Building Uses - residential - parking garage - retail: Structural Types - highrise: Architectural Style - postmodern;;,Megaworld
Philippines,Makati,Garden Towers 2,../skyscraperpage.com/diagrams/images/83095.gif,http://skyscraperpage.com/cities/?buildingID=149,2013,null,52,Building Uses - residential - parking garage: Structural Types - highrise: Architectural Style - modern;;,Ayala Land
Philippines,Makati,Roxas Triangle Tower 2,../skyscraperpage.com/diagrams/images/6613.gif,http://skyscraperpage.com/cities/?buildingID=2742,null,null,53,Building Uses - residential: Structural Types - highrise;;,Ayala Land
Philippines,Makati,One Rockwell West Tower,../skyscraperpage.com/diagrams/images/67360.gif,http://skyscraperpage.com/cities/?buildingID=83485,2007,2011,55,Building Uses - residential - parking garage - retail: Structural Types - highrise: Architectural Style - postmodern;;,Rockwell Land
Philippines,Makati,Alphaland Makati Place,../skyscraperpage.com/diagrams/images/85084.gif,http://skyscraperpage.com/cities/?buildingID=101022,2012,2016,55,Building Uses - residential - parking garage: Structural Types - highrise: Architectural Style - modern;;,Alphaland
Philippines,Makati,PBCom Tower,../skyscraperpage.com/diagrams/images/67354.gif,http://skyscraperpage.com/cities/?buildingID=1320,1998,2000,55,Building Uses - office - communication - garden - parking garage - restaurant: Structural Types - highrise - landing pad - pole: Architectural Style - postmodern: Materials - glass - steel - concrete: reinforced;;,Filinvest Land
Philippines,Makati,Residences at Greenbelt - San Lorenzo Tower,../skyscraperpage.com/diagrams/images/58090.gif,http://skyscraperpage.com/cities/?buildingID=43805,2006,2009,58,Building Uses - residential - parking garage - retail: Structural Types - highrise: Architectural Style - postmodern: Materials - glass - concrete;;,Ayala Land
Philippines,Makati,Trump Tower Manila,../skyscraperpage.com/diagrams/images/71311.gif,http://skyscraperpage.com/cities/?buildingID=97771,2012,null,58,Building Uses - residential - parking garage - restaurant - retail: Structural Types - highrise: Architectural Style - modern;;,Century Properties
Philippines,Makati,Iconique Tower,../skyscraperpage.com/diagrams/images/84569.gif,http://skyscraperpage.com/cities/?buildingID=103869,2014,null,60,Building Uses - office: Structural Types - highrise;;,Rockwell Land
Philippines,Makati,Garden Towers 1,../skyscraperpage.com/diagrams/images/83094.gif,http://skyscraperpage.com/cities/?buildingID=28478,2012,null,60,Building Uses - residential - parking garage: Structural Types - highrise: Architectural Style - modern;;,Ayala Land
Philippines,Makati,Knightsbridge Residences,../skyscraperpage.com/diagrams/images/75446.gif,http://skyscraperpage.com/cities/?buildingID=83464,2009,2014,60,Building Uses - residential: Structural Types - highrise: Architectural Style - international: Materials - glass;;,Century Properties
Philippines,Makati,Shang Salcedo Place,../skyscraperpage.com/diagrams/images/85035.gif,http://skyscraperpage.com/cities/?buildingID=97687,2012,null,65,Building Uses - mixed use - hotel - parking garage - residential - restaurant - retail: Structural Types - highrise: Architectural Style - modern;;,Shang Properties
Philippines,Makati,Gramercy Residences,../skyscraperpage.com/diagrams/images/62866.gif,http://skyscraperpage.com/cities/?buildingID=83463,2007,2013,68,Building Uses - residential: Structural Types - highrise: Architectural Style - modern: Materials - glass - steel;;,Century Properties
Philippines,Makati,The Stratford Residences,../skyscraperpage.com/diagrams/images/85045.gif,http://skyscraperpage.com/cities/?buildingID=83465,2012,null,76,Building Uses - residential - office - parking garage - restaurant - retail: Structural Types - highrise: Architectural Style - structural expressionism;;,Century Properties
Turkey,Istanbul,Leanders Tower,../skyscraperpage.com/diagrams/images/30626.gif,http://skyscraperpage.com/cities/?buildingID=11186,null,1110,8,Building Uses - unknown: Structural Types - tower;;,
Turkey,Istanbul,Galata Tower,../skyscraperpage.com/diagrams/images/71807.gif,http://skyscraperpage.com/cities/?buildingID=11101,null,1348,11,Building Uses - observation: Structural Types - tower: Architectural Style - romanesque;;,
Turkey,Istanbul,Istanbul World Trade Center 4,../skyscraperpage.com/diagrams/images/30985.gif,http://skyscraperpage.com/cities/?buildingID=11129,null,2000,19,Building Uses - office: Structural Types - highrise;;,
Turkey,Istanbul,Istanbul World Trade Center 5,../skyscraperpage.com/diagrams/images/30983.gif,http://skyscraperpage.com/cities/?buildingID=11130,null,2000,19,Building Uses - office: Structural Types - highrise;;,
Turkey,Istanbul,Istanbul World Trade Center 3,../skyscraperpage.com/diagrams/images/30981.gif,http://skyscraperpage.com/cities/?buildingID=11128,null,2000,19,Building Uses - office: Structural Types - highrise;;,
Turkey,Istanbul,Istanbul World Trade Center 2,../skyscraperpage.com/diagrams/images/30980.gif,http://skyscraperpage.com/cities/?buildingID=11126,null,2000,19,Building Uses - office: Structural Types - highrise;;,
Turkey,Istanbul,Istanbul World Trade Center 6,../skyscraperpage.com/diagrams/images/30984.gif,http://skyscraperpage.com/cities/?buildingID=11131,null,2000,19,Building Uses - office: Structural Types - highrise;;,
Turkey,Istanbul,Istanbul World Trade Center 1,../skyscraperpage.com/diagrams/images/30979.gif,http://skyscraperpage.com/cities/?buildingID=11127,null,2000,19,Building Uses - office: Structural Types - highrise;;,
Turkey,Istanbul,Dizayn Tower,../skyscraperpage.com/diagrams/images/22596.gif,http://skyscraperpage.com/cities/?buildingID=11142,null,2000,20,Building Uses - office: Structural Types - highrise;;,
Turkey,Istanbul,Kuleli Kosk Residence I,../skyscraperpage.com/diagrams/images/52089.gif,http://skyscraperpage.com/cities/?buildingID=26289,null,null,22,Building Uses - residential: Structural Types - highrise: Materials - concrete: reinforced;;,
Turkey,Istanbul,Kuleli Kosk Residence II,../skyscraperpage.com/diagrams/images/52090.gif,http://skyscraperpage.com/cities/?buildingID=26290,null,null,22,Building Uses - residential: Structural Types - highrise: Materials - concrete: reinforced;;,
Turkey,Istanbul,Garanti Bank Headquarters,../skyscraperpage.com/diagrams/images/20678.gif,http://skyscraperpage.com/cities/?buildingID=11217,1997,2002,22,Building Uses - office: Structural Types - highrise;;,
Turkey,Istanbul,Beyaz Kosk Residence 2,../skyscraperpage.com/diagrams/images/52519.gif,http://skyscraperpage.com/cities/?buildingID=11174,null,null,22,Building Uses - residential: Structural Types - highrise;;,
Turkey,Istanbul,Beyaz Kosk Residence I,../skyscraperpage.com/diagrams/images/52518.gif,http://skyscraperpage.com/cities/?buildingID=11175,null,null,22,Building Uses - residential: Structural Types - highrise;;,
Turkey,Istanbul,Levent Loft 2,../skyscraperpage.com/diagrams/images/79984.gif,http://skyscraperpage.com/cities/?buildingID=71939,2007,2009,22,Building Uses - residential: Structural Types - highrise;;,
Turkey,Istanbul,Kuleli Kosk Residence III,../skyscraperpage.com/diagrams/images/52091.gif,http://skyscraperpage.com/cities/?buildingID=26288,null,null,22,Building Uses - residential: Structural Types - highrise: Materials - concrete: reinforced;;,
Turkey,Istanbul,Kalamis Residence,../skyscraperpage.com/diagrams/images/52176.gif,http://skyscraperpage.com/cities/?buildingID=11178,null,1998,23,Building Uses - residential: Structural Types - highrise;;,
Turkey,Istanbul,Metrocity Millennium 1,../skyscraperpage.com/diagrams/images/30449.gif,http://skyscraperpage.com/cities/?buildingID=11192,null,2003,23,Building Uses - office: Structural Types - highrise;;,
Turkey,Istanbul,Varyap Meridian Tower 4,../skyscraperpage.com/diagrams/images/70322.gif,http://skyscraperpage.com/cities/?buildingID=84759,2009,2011,24,Building Uses - residential: Structural Types - highrise: Architectural Style - modern;;,
Turkey,Istanbul,Barbaros Plaza 2,../skyscraperpage.com/diagrams/images/1792.gif,http://skyscraperpage.com/cities/?buildingID=1794,null,null,24,Building Uses - office: Structural Types - highrise;;,
Turkey,Istanbul,Varyap Meridian Tower 5,../skyscraperpage.com/diagrams/images/70323.gif,http://skyscraperpage.com/cities/?buildingID=84758,2009,2011,24,Building Uses - residential: Structural Types - highrise: Architectural Style - modern;;,
Turkey,Istanbul,Barbaros Plaza 1,../skyscraperpage.com/diagrams/images/1669.gif,http://skyscraperpage.com/cities/?buildingID=1671,null,null,24,Building Uses - office: Structural Types - highrise;;,
Turkey,Istanbul,Atasehir ATA-2-5,../skyscraperpage.com/diagrams/images/3688.gif,http://skyscraperpage.com/cities/?buildingID=3690,null,null,25,Building Uses - residential: Structural Types - highrise;;,
Turkey,Istanbul,Atasehir ATA-1-1,../skyscraperpage.com/diagrams/images/3681.gif,http://skyscraperpage.com/cities/?buildingID=3683,null,null,25,Building Uses - residential: Structural Types - highrise;;,
Turkey,Istanbul,Atasehir ATA-1-4,../skyscraperpage.com/diagrams/images/3683.gif,http://skyscraperpage.com/cities/?buildingID=3685,null,null,25,Building Uses - residential: Structural Types - highrise;;,
Turkey,Istanbul,Atasehir ATA-2-1,../skyscraperpage.com/diagrams/images/3685.gif,http://skyscraperpage.com/cities/?buildingID=3687,null,null,25,Building Uses - residential: Structural Types - highrise;;,
Turkey,Istanbul,Atasehir ATA-3-4,../skyscraperpage.com/diagrams/images/3691.gif,http://skyscraperpage.com/cities/?buildingID=3693,null,null,25,Building Uses - residential: Structural Types - highrise;;,
Turkey,Istanbul,Atasehir ATA-2-2,../skyscraperpage.com/diagrams/images/3686.gif,http://skyscraperpage.com/cities/?buildingID=3688,null,null,25,Building Uses - residential: Structural Types - highrise;;,
Turkey,Istanbul,Atasehir ATA-3-5,../skyscraperpage.com/diagrams/images/3692.gif,http://skyscraperpage.com/cities/?buildingID=3694,null,null,25,Building Uses - residential: Structural Types - highrise;;,
Turkey,Istanbul,Atasehir ATA-3-2,../skyscraperpage.com/diagrams/images/3690.gif,http://skyscraperpage.com/cities/?buildingID=3692,null,null,25,Building Uses - residential: Structural Types - highrise;;,
Turkey,Istanbul,Atasehir ATA-2-4,../skyscraperpage.com/diagrams/images/3687.gif,http://skyscraperpage.com/cities/?buildingID=3689,null,null,25,Building Uses - residential: Structural Types - highrise;;,
Turkey,Istanbul,Atasehir ATA-1-2,../skyscraperpage.com/diagrams/images/3682.gif,http://skyscraperpage.com/cities/?buildingID=3684,null,null,25,Building Uses - residential: Structural Types - highrise;;,
Turkey,Istanbul,Atasehir ATA-1-5,../skyscraperpage.com/diagrams/images/3684.gif,http://skyscraperpage.com/cities/?buildingID=3686,null,null,25,Building Uses - residential: Structural Types - highrise;;,
Turkey,Istanbul,Yapi Kredi Bank Headquarters,../skyscraperpage.com/diagrams/images/23898.gif,http://skyscraperpage.com/cities/?buildingID=11191,null,1995,25,Building Uses - office: Structural Types - highrise;;,
Turkey,Istanbul,Atasehir ATA-3-1,../skyscraperpage.com/diagrams/images/3689.gif,http://skyscraperpage.com/cities/?buildingID=3691,null,null,25,Building Uses - residential: Structural Types - highrise;;,
Turkey,Istanbul,The Marmara Hotel,../skyscraperpage.com/diagrams/images/53062.gif,http://skyscraperpage.com/cities/?buildingID=11184,null,1969,26,Building Uses - hotel: Structural Types - highrise: Architectural Style - international: Materials - glass - concrete: reinforced;;,
Turkey,Istanbul,Istanbul Marriott Asia,../skyscraperpage.com/diagrams/images/53771.gif,http://skyscraperpage.com/cities/?buildingID=47102,2005,2007,26,Building Uses - mixed use - hotel - office: Structural Types - highrise: Architectural Style - postmodern: Materials - glass - concrete: reinforced;;,
Turkey,Istanbul,Giz 2000 Plaza,../skyscraperpage.com/diagrams/images/2502.gif,http://skyscraperpage.com/cities/?buildingID=2504,null,null,27,Building Uses - office: Structural Types - highrise;;,
Turkey,Istanbul,Metrocity Millennium 3,../skyscraperpage.com/diagrams/images/21743.gif,http://skyscraperpage.com/cities/?buildingID=11194,null,2003,27,Building Uses - residential: Structural Types - highrise;;,
Turkey,Istanbul,Beyazit Residence,../skyscraperpage.com/diagrams/images/50995.gif,http://skyscraperpage.com/cities/?buildingID=11208,null,1999,27,Building Uses - residential: Structural Types - highrise: Architectural Style - postmodern: Materials - glass - brick - concrete;;,
Turkey,Istanbul,Metrocity Millennium 2,../skyscraperpage.com/diagrams/images/21744.gif,http://skyscraperpage.com/cities/?buildingID=11193,null,2003,27,Building Uses - residential: Structural Types - highrise;;,
Turkey,Istanbul,Bank Ekspres Tower,../skyscraperpage.com/diagrams/images/20679.gif,http://skyscraperpage.com/cities/?buildingID=11119,null,1999,27,Building Uses - office: Structural Types - highrise;;,
Turkey,Istanbul,Polaris Plaza,../skyscraperpage.com/diagrams/images/5081.gif,http://skyscraperpage.com/cities/?buildingID=5083,null,1998,28,Building Uses - office: Structural Types - highrise: Architectural Style - postmodern;;,
Turkey,Istanbul,Kempinski Residences Astoria 1,../skyscraperpage.com/diagrams/images/37983.gif,http://skyscraperpage.com/cities/?buildingID=11218,null,2007,28,Building Uses - hotel - office - residential: Structural Types - highrise: Architectural Style - postmodern;;,
Turkey,Istanbul,Akmerkez Tower 1,../skyscraperpage.com/diagrams/images/20119.gif,http://skyscraperpage.com/cities/?buildingID=3630,null,null,28,Building Uses - mixed use - office - residential - retail: Structural Types - highrise;;,
Turkey,Istanbul,Tekfen Tower,../skyscraperpage.com/diagrams/images/20548.gif,http://skyscraperpage.com/cities/?buildingID=25989,null,2003,28,Building Uses - office: Structural Types - highrise;;,
Turkey,Istanbul,Kempinski Residences Astoria 2,../skyscraperpage.com/diagrams/images/37984.gif,http://skyscraperpage.com/cities/?buildingID=11219,null,2007,28,Building Uses - hotel - office - residential: Structural Types - highrise: Architectural Style - postmodern;;,
Turkey,Istanbul,Dilman Tower 1,../skyscraperpage.com/diagrams/images/52776.gif,http://skyscraperpage.com/cities/?buildingID=78563,2007,2009,28,Building Uses - residential: Structural Types - highrise: Architectural Style - modern: Materials - concrete: reinforced;;,
Turkey,Istanbul,Dilman Tower 2,../skyscraperpage.com/diagrams/images/52777.gif,http://skyscraperpage.com/cities/?buildingID=78562,2007,2009,28,Building Uses - residential: Structural Types - highrise: Architectural Style - modern: Materials - concrete: reinforced;;,
Turkey,Istanbul,Unilever Plaza,../skyscraperpage.com/diagrams/images/52372.gif,http://skyscraperpage.com/cities/?buildingID=11202,null,1999,28,Building Uses - office: Structural Types - highrise;;,
Turkey,Istanbul,My World - Suncity 3,../skyscraperpage.com/diagrams/images/67744.gif,http://skyscraperpage.com/cities/?buildingID=42993,2005,2007,29,Building Uses - residential: Structural Types - highrise: Architectural Style - modern: Materials - concrete;;,
Turkey,Istanbul,My World - Suncity 1,../skyscraperpage.com/diagrams/images/67746.gif,http://skyscraperpage.com/cities/?buildingID=42991,2005,2007,29,Building Uses - residential: Structural Types - highrise: Architectural Style - modern;;,
Turkey,Istanbul,My World - Suncity 2,../skyscraperpage.com/diagrams/images/67745.gif,http://skyscraperpage.com/cities/?buildingID=42992,2005,2007,29,Building Uses - residential: Structural Types - highrise: Architectural Style - modern: Materials - concrete;;,
Turkey,Istanbul,My World - Suncity 4,../skyscraperpage.com/diagrams/images/67747.gif,http://skyscraperpage.com/cities/?buildingID=42994,2005,2007,29,Building Uses - residential: Structural Types - highrise: Architectural Style - modern: Materials - concrete;;,
Turkey,Istanbul,Le Méridien Istanbul Etiler,../skyscraperpage.com/diagrams/images/67749.gif,http://skyscraperpage.com/cities/?buildingID=84746,2008,2010,30,Building Uses - hotel: Structural Types - highrise: Architectural Style - modern;;,
Turkey,Istanbul,Kozyatagi Business Center,../skyscraperpage.com/diagrams/images/30607.gif,http://skyscraperpage.com/cities/?buildingID=11213,2000,2003,30,Building Uses - office: Structural Types - highrise;;,
Turkey,Istanbul,Istanbul Canyon 1,../skyscraperpage.com/diagrams/images/38688.gif,http://skyscraperpage.com/cities/?buildingID=11281,2003,2006,30,Building Uses - office - parking garage - retail: Structural Types - highrise: Architectural Style - modern;;,
Turkey,Istanbul,Zorlu Plaza,../skyscraperpage.com/diagrams/images/21149.gif,http://skyscraperpage.com/cities/?buildingID=11198,null,1999,30,Building Uses - office: Structural Types - highrise: Architectural Style - modern: Materials - glass - concrete;;,
Turkey,Istanbul,Maya Tower 1,../skyscraperpage.com/diagrams/images/19918.gif,http://skyscraperpage.com/cities/?buildingID=11182,1987,1989,30,Building Uses - office: Structural Types - highrise;;,
Turkey,Istanbul,Selenium Residence,../skyscraperpage.com/diagrams/images/20668.gif,http://skyscraperpage.com/cities/?buildingID=11252,2002,2004,30,Building Uses - residential: Structural Types - highrise: Architectural Style - postmodern;;,
Turkey,Istanbul,Zorlu Center Tower A,../skyscraperpage.com/diagrams/images/79981.gif,http://skyscraperpage.com/cities/?buildingID=97749,2009,2012,32,Building Uses - residential - parking garage - restaurant - retail: Structural Types - highrise: Architectural Style - modern;;,
Turkey,Istanbul,Kaya Ramada Plaza Hotel,../skyscraperpage.com/diagrams/images/20416.gif,http://skyscraperpage.com/cities/?buildingID=11215,null,2002,32,Building Uses - hotel: Structural Types - highrise;;,
Turkey,Istanbul,Maslak Towers 3,../skyscraperpage.com/diagrams/images/37350.gif,http://skyscraperpage.com/cities/?buildingID=42995,2005,2008,33,Building Uses - residential: Structural Types - highrise: Architectural Style - modern: Materials - concrete;;,
Turkey,Istanbul,Maslak Towers 5,../skyscraperpage.com/diagrams/images/37351.gif,http://skyscraperpage.com/cities/?buildingID=42997,2005,2008,33,Building Uses - residential: Structural Types - highrise: Architectural Style - modern: Materials - concrete;;,
Turkey,Istanbul,Maslak Towers 4,../skyscraperpage.com/diagrams/images/37354.gif,http://skyscraperpage.com/cities/?buildingID=42996,2005,2008,33,Building Uses - residential: Structural Types - highrise: Architectural Style - modern: Materials - concrete;;,
Turkey,Istanbul,Maslak Towers 2,../skyscraperpage.com/diagrams/images/37353.gif,http://skyscraperpage.com/cities/?buildingID=43022,2005,2008,33,Building Uses - residential: Structural Types - highrise: Architectural Style - modern: Materials - concrete;;,
Turkey,Istanbul,Maslak Towers 1,../skyscraperpage.com/diagrams/images/37349.gif,http://skyscraperpage.com/cities/?buildingID=43021,2005,2008,33,Building Uses - residential: Structural Types - highrise: Architectural Style - modern: Materials - concrete;;,
Turkey,Istanbul,Maslak Towers 7,../skyscraperpage.com/diagrams/images/37352.gif,http://skyscraperpage.com/cities/?buildingID=42999,2005,2008,33,Building Uses - residential: Structural Types - highrise: Architectural Style - modern: Materials - concrete;;,
Turkey,Istanbul,Maslak Towers 8,../skyscraperpage.com/diagrams/images/37356.gif,http://skyscraperpage.com/cities/?buildingID=43000,2005,2008,33,Building Uses - residential: Structural Types - highrise: Architectural Style - modern;;,
Turkey,Istanbul,Maslak Towers 10,../skyscraperpage.com/diagrams/images/37357.gif,http://skyscraperpage.com/cities/?buildingID=42989,2005,2008,33,Building Uses - residential: Structural Types - highrise: Architectural Style - modern;;,
Turkey,Istanbul,Maslak Towers 9,../skyscraperpage.com/diagrams/images/37348.gif,http://skyscraperpage.com/cities/?buildingID=42988,2005,2008,33,Building Uses - residential: Structural Types - highrise: Architectural Style - modern;;,
Turkey,Istanbul,Flora Residence,../skyscraperpage.com/diagrams/images/37765.gif,http://skyscraperpage.com/cities/?buildingID=43017,2005,2010,33,Building Uses - residential - office: Structural Types - highrise: Architectural Style - postmodern;;,
Turkey,Istanbul,Maslak Towers 6,../skyscraperpage.com/diagrams/images/37355.gif,http://skyscraperpage.com/cities/?buildingID=42998,2005,2008,33,Building Uses - residential: Structural Types - highrise: Architectural Style - modern: Materials - concrete;;,
Turkey,Istanbul,Selenium Twins 2,../skyscraperpage.com/diagrams/images/70335.gif,http://skyscraperpage.com/cities/?buildingID=47101,2006,2008,34,Building Uses - residential: Structural Types - highrise: Architectural Style - modern: Materials - concrete;;,
Turkey,Istanbul,Selenium Twins 1,../skyscraperpage.com/diagrams/images/70336.gif,http://skyscraperpage.com/cities/?buildingID=47100,2006,2008,34,Building Uses - residential: Structural Types - highrise: Architectural Style - modern: Materials - concrete;;,
Turkey,Istanbul,TAT Tower 1,../skyscraperpage.com/diagrams/images/19904.gif,http://skyscraperpage.com/cities/?buildingID=2489,null,2000,34,Building Uses - office: Structural Types - highrise;;,
Turkey,Istanbul,TAT Tower 2,../skyscraperpage.com/diagrams/images/19928.gif,http://skyscraperpage.com/cities/?buildingID=2490,null,2000,34,Building Uses - office: Structural Types - highrise;;,
Turkey,Istanbul,Sabanci Center 2,../skyscraperpage.com/diagrams/images/30878.gif,http://skyscraperpage.com/cities/?buildingID=3025,null,1993,34,Building Uses - office: Structural Types - highrise;;,
Turkey,Istanbul,Süzer Plaza Ritz-Carlton,../skyscraperpage.com/diagrams/images/5084.gif,http://skyscraperpage.com/cities/?buildingID=5086,null,1998,34,Building Uses - hotel: Structural Types - highrise;;,
Turkey,Istanbul,Sisli Elit Residence,../skyscraperpage.com/diagrams/images/3140.gif,http://skyscraperpage.com/cities/?buildingID=3142,null,2000,35,Building Uses - residential: Structural Types - highrise;;,
Turkey,Istanbul,Torun Tower,../skyscraperpage.com/diagrams/images/79985.gif,http://skyscraperpage.com/cities/?buildingID=53624,2012,2014,35,Building Uses - mixed use - hotel - office - residential - retail: Structural Types - highrise: Architectural Style - futurism;;,
